customer_id,name,city,email,signup_date
C0154,Customer 154,Bangalore,customer154@example.com,2025-06-03
C0155,Customer 155,Mumbai,customer155@example.com,2025-06-04
C0156,Customer 156,Pune,customer156@example.com,2025-06-05
C0157,Customer 157,Delhi,customer157@example.com,2025-06-06
C0158,Customer 158,Chennai,customer158@example.com,2025-06-07
C0159,Customer 159,Bangalore,customer159@example.com,2025-06-08
C0160,Customer 160,Chennai,customer160@example.com,2025-06-09
C0161,Customer 161,Chennai,customer161@example.com,2025-06-10
C0162,Customer 162,Pune,customer162@example.com,2025-06-11
C0163,Customer 163,Chennai,customer163@example.com,2025-06-12
C0164,Customer 164,Mumbai,customer164@example.com,2025-06-13
C0165,Customer 165,Delhi,customer165@example.com,2025-06-14
C0166,Customer 166,Pune,customer166@example.com,2025-06-15
C0167,Customer 167,Chennai,customer167@example.com,2025-06-16
C0168,Customer 168,Bangalore,customer168@example.com,2025-06-17
C0169,Customer 169,Pune,customer169@example.com,2025-06-18
C0170,Customer 170,Delhi,customer170@example.com,2025-06-19
C0171,Customer 171,Pune,customer171@example.com,2025-06-20
C0172,Customer 172,Mumbai,customer172@example.com,2025-06-21
C0173,Customer 173,Chennai,customer173@example.com,2025-06-22
C0174,Customer 174,Bangalore,customer174@example.com,2025-06-23
C0175,Customer 175,Delhi,customer175@example.com,2025-06-24
C0176,Customer 176,Bangalore,customer176@example.com,2025-06-25
C0177,Customer 177,Delhi,customer177@example.com,2025-06-26
C0178,Customer 178,Chennai,customer178@example.com,2025-06-27
C0179,Customer 179,Chennai,customer179@example.com,2025-06-28
C0180,Customer 180,Pune,customer180@example.com,2025-06-29
C0181,Customer 181,Pune,customer181@example.com,2025-06-30
C0182,Customer 182,Bangalore,customer182@example.com,2025-07-01
C0183,Customer 183,Pune,customer183@example.com,2025-07-02
C0184,Customer 184,Delhi,customer184@example.com,2025-07-03
C0185,Customer 185,Delhi,customer185@example.com,2025-07-04
C0186,Customer 186,Mumbai,customer186@example.com,2025-07-05
C0187,Customer 187,Delhi,customer187@example.com,2025-07-06
C0188,Customer 188,Mumbai,customer188@example.com,2025-07-07
C0189,Customer 189,Mumbai,customer189@example.com,2025-07-08
C0190,Customer 190,Delhi,customer190@example.com,2025-07-09
C0191,Customer 191,Bangalore,customer191@example.com,2025-07-10
C0192,Customer 192,Chennai,customer192@example.com,2025-07-11
C0193,Customer 193,Bangalore,customer193@example.com,2025-07-12
C0194,Customer 194,Pune,customer194@example.com,2025-07-13
C0195,Customer 195,Delhi,customer195@example.com,2025-07-14
C0196,Customer 196,Bangalore,customer196@example.com,2025-07-15
C0197,Customer 197,Mumbai,customer197@example.com,2025-07-16
C0198,Customer 198,Bangalore,customer198@example.com,2025-07-17
C0199,Customer 199,Delhi,customer199@example.com,2025-07-18
C0200,Customer 200,Mumbai,customer200@example.com,2025-07-19
C0201,Customer 201,Chennai,customer201@example.com,2025-07-20
C0202,Customer 202,Mumbai,customer202@example.com,2025-07-21
C0203,Customer 203,Bangalore,customer203@example.com,2025-07-22
C0204,Customer 204,Pune,customer204@example.com,2025-07-23
C0205,Customer 205,Pune,customer205@example.com,2025-07-24
C0206,Customer 206,Chennai,customer206@example.com,2025-07-25
C0207,Customer 207,Bangalore,customer207@example.com,2025-07-26
C0208,Customer 208,Delhi,customer208@example.com,2025-07-27
C0209,Customer 209,Pune,customer209@example.com,2025-07-28
C0210,Customer 210,Chennai,customer210@example.com,2025-07-29
C0211,Customer 211,Pune,customer211@example.com,2025-07-30
C0212,Customer 212,Bangalore,customer212@example.com,2025-07-31
C0213,Customer 213,Chennai,customer213@example.com,2025-08-01
C0214,Customer 214,Pune,customer214@example.com,2025-08-02
C0215,Customer 215,Delhi,customer215@example.com,2025-08-03
C0216,Customer 216,Pune,customer216@example.com,2025-08-04
C0217,Customer 217,Chennai,customer217@example.com,2025-08-05
C0218,Customer 218,Bangalore,customer218@example.com,2025-08-06
C0219,Customer 219,Bangalore,customer219@example.com,2025-08-07
C0220,Customer 220,Mumbai,customer220@example.com,2025-08-08
C0221,Customer 221,Delhi,customer221@example.com,2025-08-09
C0222,Customer 222,Delhi,customer222@example.com,2025-08-10
C0223,Customer 223,Delhi,customer223@example.com,2025-08-11
C0224,Customer 224,Chennai,customer224@example.com,2025-08-12
C0225,Customer 225,Delhi,customer225@example.com,2025-08-13
C0226,Customer 226,Chennai,customer226@example.com,2025-08-14
C0227,Customer 227,Delhi,customer227@example.com,2025-08-15
C0228,Customer 228,Bangalore,customer228@example.com,2025-08-16
C0229,Customer 229,Delhi,customer229@example.com,2025-08-17
C0230,Customer 230,Bangalore,customer230@example.com,2025-08-18
C0231,Customer 231,Pune,customer231@example.com,2025-08-19
C0232,Customer 232,Delhi,customer232@example.com,2025-08-20
C0233,Customer 233,Chennai,customer233@example.com,2025-08-21
C0234,Customer 234,Pune,customer234@example.com,2025-08-22
C0235,Customer 235,Chennai,customer235@example.com,2025-08-23
C0236,Customer 236,Mumbai,customer236@example.com,2025-08-24
C0237,Customer 237,Delhi,customer237@example.com,2025-08-25
C0238,Customer 238,Mumbai,customer238@example.com,2025-08-26
C0239,Customer 239,Bangalore,customer239@example.com,2025-08-27
C0240,Customer 240,Pune,customer240@example.com,2025-08-28
C0241,Customer 241,Pune,customer241@example.com,2025-08-29
C0242,Customer 242,Bangalore,customer242@example.com,2025-08-30
C0243,Customer 243,Chennai,customer243@example.com,2025-08-31
C0244,Customer 244,Chennai,customer244@example.com,2025-09-01
C0245,Customer 245,Chennai,customer245@example.com,2025-09-02
C0246,Customer 246,Mumbai,customer246@example.com,2025-09-03
C0247,Customer 247,Delhi,customer247@example.com,2025-09-04
C0248,Customer 248,Mumbai,customer248@example.com,2025-09-05
C0249,Customer 249,Pune,customer249@example.com,2025-09-06
C0250,Customer 250,Mumbai,customer250@example.com,2025-09-07
C0251,Customer 251,Bangalore,customer251@example.com,2025-09-08
C0252,Customer 252,Pune,customer252@example.com,2025-09-09
C0253,Customer 253,Pune,customer253@example.com,2025-09-10
C0254,Customer 254,Mumbai,customer254@example.com,2025-09-11
C0255,Customer 255,Delhi,customer255@example.com,2025-09-12
C0256,Customer 256,Delhi,customer256@example.com,2025-09-13
C0257,Customer 257,Bangalore,customer257@example.com,2025-09-14
C0258,Customer 258,Mumbai,customer258@example.com,2025-09-15
C0259,Customer 259,Delhi,customer259@example.com,2025-09-16
C0260,Customer 260,Delhi,customer260@example.com,2025-09-17
C0261,Customer 261,Delhi,customer261@example.com,2025-09-18
C0262,Customer 262,Bangalore,customer262@example.com,2025-09-19
C0263,Customer 263,Pune,customer263@example.com,2025-09-20
C0264,Customer 264,Pune,customer264@example.com,2025-09-21
C0265,Customer 265,Chennai,customer265@example.com,2025-09-22
C0266,Customer 266,Pune,customer266@example.com,2025-09-23
C0267,Customer 267,Delhi,customer267@example.com,2025-09-24
C0268,Customer 268,Pune,customer268@example.com,2025-09-25
C0269,Customer 269,Bangalore,customer269@example.com,2025-09-26
C0270,Customer 270,Delhi,customer270@example.com,2025-09-27
C0271,Customer 271,Bangalore,customer271@example.com,2025-09-28
C0272,Customer 272,Delhi,customer272@example.com,2025-09-29
C0273,Customer 273,Pune,customer273@example.com,2025-09-30
C0274,Customer 274,Mumbai,customer274@example.com,2025-10-01
C0275,Customer 275,Pune,customer275@example.com,2025-10-02
C0276,Customer 276,Pune,customer276@example.com,2025-10-03
C0277,Customer 277,Chennai,customer277@example.com,2025-10-04
C0278,Customer 278,Bangalore,customer278@example.com,2025-10-05
C0279,Customer 279,Delhi,customer279@example.com,2025-10-06
C0280,Customer 280,Pune,customer280@example.com,2025-10-07
C0281,Customer 281,Bangalore,customer281@example.com,2025-10-08
C0282,Customer 282,Mumbai,customer282@example.com,2025-10-09
C0283,Customer 283,Pune,customer283@example.com,2025-10-10
C0284,Customer 284,Chennai,customer284@example.com,2025-10-11
C0285,Customer 285,Bangalore,customer285@example.com,2025-10-12
C0286,Customer 286,Chennai,customer286@example.com,2025-10-13
C0287,Customer 287,Delhi,customer287@example.com,2025-10-14
C0288,Customer 288,Pune,customer288@example.com,2025-10-15
C0289,Customer 289,Pune,customer289@example.com,2025-10-16
C0290,Customer 290,Chennai,customer290@example.com,2025-10-17
C0291,Customer 291,Delhi,customer291@example.com,2025-10-18
C0292,Customer 292,Mumbai,customer292@example.com,2025-10-19
C0293,Customer 293,Mumbai,customer293@example.com,2025-10-20
C0294,Customer 294,Pune,customer294@example.com,2025-10-21
C0295,Customer 295,Mumbai,customer295@example.com,2025-10-22
C0296,Customer 296,Delhi,customer296@example.com,2025-10-23
C0297,Customer 297,Mumbai,customer297@example.com,2025-10-24
C0298,Customer 298,Mumbai,customer298@example.com,2025-10-25
C0299,Customer 299,Bangalore,customer299@example.com,2025-10-26
C0300,Customer 300,Pune,customer300@example.com,2025-10-27
C0301,Customer 301,Mumbai,customer301@example.com,2025-10-28
C0302,Customer 302,Pune,customer302@example.com,2025-10-29
C0303,Customer 303,Pune,customer303@example.com,2025-10-30
C0304,Customer 304,Bangalore,customer304@example.com,2025-10-31
C0305,Customer 305,Pune,customer305@example.com,2025-11-01
C0306,Customer 306,Pune,customer306@example.com,2025-11-02
C0307,Customer 307,Mumbai,customer307@example.com,2025-11-03
C0308,Customer 308,Chennai,customer308@example.com,2025-11-04
C0309,Customer 309,Pune,customer309@example.com,2025-11-05
C0310,Customer 310,Pune,customer310@example.com,2025-11-06
C0311,Customer 311,Pune,customer311@example.com,2025-11-07
C0312,Customer 312,Bangalore,customer312@example.com,2025-11-08
C0313,Customer 313,Chennai,customer313@example.com,2025-11-09
C0314,Customer 314,Pune,customer314@example.com,2025-11-10
C0315,Customer 315,Mumbai,customer315@example.com,2025-11-11
C0316,Customer 316,Chennai,customer316@example.com,2025-11-12
C0317,Customer 317,Chennai,customer317@example.com,2025-11-13
C0318,Customer 318,Mumbai,customer318@example.com,2025-11-14
C0319,Customer 319,Delhi,customer319@example.com,2025-11-15
C0320,Customer 320,Bangalore,customer320@example.com,2025-11-16
C0321,Customer 321,Bangalore,customer321@example.com,2025-11-17
C0322,Customer 322,Pune,customer322@example.com,2025-11-18
C0323,Customer 323,Pune,customer323@example.com,2025-11-19
C0324,Customer 324,Bangalore,customer324@example.com,2025-11-20
C0325,Customer 325,Bangalore,customer325@example.com,2025-11-21
C0326,Customer 326,Delhi,customer326@example.com,2025-11-22
C0327,Customer 327,Pune,customer327@example.com,2025-11-23
C0328,Customer 328,Bangalore,customer328@example.com,2025-11-24
C0329,Customer 329,Pune,customer329@example.com,2025-11-25
C0330,Customer 330,Bangalore,customer330@example.com,2025-11-26
C0331,Customer 331,Mumbai,customer331@example.com,2025-11-27
C0332,Customer 332,Delhi,customer332@example.com,2025-11-28
C0333,Customer 333,Chennai,customer333@example.com,2025-11-29
C0334,Customer 334,Mumbai,customer334@example.com,2025-11-30
C0335,Customer 335,Chennai,customer335@example.com,2025-12-01
C0336,Customer 336,Delhi,customer336@example.com,2025-12-02
C0337,Customer 337,Chennai,customer337@example.com,2025-12-03
C0338,Customer 338,Mumbai,customer338@example.com,2025-12-04
C0339,Customer 339,Mumbai,customer339@example.com,2025-12-05
C0340,Customer 340,Pune,customer340@example.com,2025-12-06
C0341,Customer 341,Pune,customer341@example.com,2025-12-07
C0342,Customer 342,Pune,customer342@example.com,2025-12-08
C0343,Customer 343,Mumbai,customer343@example.com,2025-12-09
C0344,Customer 344,Bangalore,customer344@example.com,2025-12-10
C0345,Customer 345,Chennai,customer345@example.com,2025-12-11
C0346,Customer 346,Mumbai,customer346@example.com,2025-12-12
C0347,Customer 347,Chennai,customer347@example.com,2025-12-13
C0348,Customer 348,Bangalore,customer348@example.com,2025-12-14
C0349,Customer 349,Pune,customer349@example.com,2025-12-15
C0350,Customer 350,Chennai,customer350@example.com,2025-12-16
C0351,Customer 351,Pune,customer351@example.com,2025-12-17
C0352,Customer 352,Mumbai,customer352@example.com,2025-12-18
C0353,Customer 353,Bangalore,customer353@example.com,2025-12-19
C0354,Customer 354,Pune,customer354@example.com,2025-12-20
C0355,Customer 355,Bangalore,customer355@example.com,2025-12-21
C0356,Customer 356,Pune,customer356@example.com,2025-12-22
C0357,Customer 357,Delhi,customer357@example.com,2025-12-23
C0358,Customer 358,Chennai,customer358@example.com,2025-12-24
C0359,Customer 359,Chennai,customer359@example.com,2025-12-25
C0360,Customer 360,Chennai,customer360@example.com,2025-12-26
C0361,Customer 361,Chennai,customer361@example.com,2025-12-27
C0362,Customer 362,Mumbai,customer362@example.com,2025-12-28
C0363,Customer 363,Chennai,customer363@example.com,2025-12-29
C0364,Customer 364,Chennai,customer364@example.com,2025-12-30
C0365,Customer 365,Bangalore,customer365@example.com,2025-12-31
C0366,Customer 366,Delhi,customer366@example.com,2026-01-01
C0367,Customer 367,Chennai,customer367@example.com,2026-01-02
C0368,Customer 368,Mumbai,customer368@example.com,2026-01-03
C0369,Customer 369,Pune,customer369@example.com,2026-01-04
C0370,Customer 370,Delhi,customer370@example.com,2026-01-05
C0371,Customer 371,Delhi,customer371@example.com,2026-01-06
C0372,Customer 372,Bangalore,customer372@example.com,2026-01-07
C0373,Customer 373,Delhi,customer373@example.com,2026-01-08
C0374,Customer 374,Bangalore,customer374@example.com,2026-01-09
C0375,Customer 375,Bangalore,customer375@example.com,2026-01-10
C0376,Customer 376,Pune,customer376@example.com,2026-01-11
C0377,Customer 377,Pune,customer377@example.com,2026-01-12
C0378,Customer 378,Bangalore,customer378@example.com,2026-01-13
C0379,Customer 379,Delhi,customer379@example.com,2026-01-14
C0380,Customer 380,Pune,customer380@example.com,2026-01-15
C0381,Customer 381,Delhi,customer381@example.com,2026-01-16
C0382,Customer 382,Delhi,customer382@example.com,2026-01-17
C0383,Customer 383,Bangalore,customer383@example.com,2026-01-18
C0384,Customer 384,Chennai,customer384@example.com,2026-01-19
C0385,Customer 385,Pune,customer385@example.com,2026-01-20
C0386,Customer 386,Delhi,customer386@example.com,2026-01-21
C0387,Customer 387,Chennai,customer387@example.com,2026-01-22
C0388,Customer 388,Delhi,customer388@example.com,2026-01-23
C0389,Customer 389,Mumbai,customer389@example.com,2026-01-24
C0390,Customer 390,Pune,customer390@example.com,2026-01-25
C0391,Customer 391,Chennai,customer391@example.com,2026-01-26
C0392,Customer 392,Pune,customer392@example.com,2026-01-27
C0393,Customer 393,Chennai,customer393@example.com,2026-01-28
C0394,Customer 394,Mumbai,customer394@example.com,2026-01-29
C0395,Customer 395,Mumbai,customer395@example.com,2026-01-30
C0396,Customer 396,Mumbai,customer396@example.com,2026-01-31
C0397,Customer 397,Mumbai,customer397@example.com,2026-02-01
C0398,Customer 398,Chennai,customer398@example.com,2026-02-02
C0399,Customer 399,Bangalore,customer399@example.com,2026-02-03
C0400,Customer 400,Chennai,customer400@example.com,2026-02-04
C0401,Customer 401,Bangalore,customer401@example.com,2026-02-05
C0402,Customer 402,Chennai,customer402@example.com,2026-02-06
C0403,Customer 403,Mumbai,customer403@example.com,2026-02-07
C0404,Customer 404,Pune,customer404@example.com,2026-02-08
C0405,Customer 405,Chennai,customer405@example.com,2026-02-09
C0406,Customer 406,Mumbai,customer406@example.com,2026-02-10
C0407,Customer 407,Pune,customer407@example.com,2026-02-11
C0408,Customer 408,Chennai,customer408@example.com,2026-02-12
C0409,Customer 409,Pune,customer409@example.com,2026-02-13
C0410,Customer 410,Mumbai,customer410@example.com,2026-02-14
C0411,Customer 411,Bangalore,customer411@example.com,2026-02-15
C0412,Customer 412,Pune,customer412@example.com,2026-02-16
C0413,Customer 413,Pune,customer413@example.com,2026-02-17
C0414,Customer 414,Delhi,customer414@example.com,2026-02-18
C0415,Customer 415,Chennai,customer415@example.com,2026-02-19
C0416,Customer 416,Bangalore,customer416@example.com,2026-02-20
C0417,Customer 417,Delhi,customer417@example.com,2026-02-21
C0418,Customer 418,Mumbai,customer418@example.com,2026-02-22
C0419,Customer 419,Pune,customer419@example.com,2026-02-23
C0420,Customer 420,Pune,customer420@example.com,2026-02-24
C0421,Customer 421,Bangalore,customer421@example.com,2026-02-25
C0422,Customer 422,Mumbai,customer422@example.com,2026-02-26
C0423,Customer 423,Delhi,customer423@example.com,2026-02-27
C0424,Customer 424,Chennai,customer424@example.com,2026-02-28
C0425,Customer 425,Bangalore,customer425@example.com,2026-03-01
C0426,Customer 426,Pune,customer426@example.com,2026-03-02
C0427,Customer 427,Delhi,customer427@example.com,2026-03-03
C0428,Customer 428,Delhi,customer428@example.com,2026-03-04
C0429,Customer 429,Mumbai,customer429@example.com,2026-03-05
C0430,Customer 430,Pune,customer430@example.com,2026-03-06
C0431,Customer 431,Bangalore,customer431@example.com,2026-03-07
C0432,Customer 432,Chennai,customer432@example.com,2026-03-08
C0433,Customer 433,Pune,customer433@example.com,2026-03-09
C0434,Customer 434,Chennai,customer434@example.com,2026-03-10
C0435,Customer 435,Pune,customer435@example.com,2026-03-11
C0436,Customer 436,Pune,customer436@example.com,2026-03-12
C0437,Customer 437,Bangalore,customer437@example.com,2026-03-13
C0438,Customer 438,Bangalore,customer438@example.com,2026-03-14
C0439,Customer 439,Bangalore,customer439@example.com,2026-03-15
C0440,Customer 440,Pune,customer440@example.com,2026-03-16
C0441,Customer 441,Pune,customer441@example.com,2026-03-17
C0442,Customer 442,Bangalore,customer442@example.com,2026-03-18
C0443,Customer 443,Mumbai,customer443@example.com,2026-03-19
C0444,Customer 444,Chennai,customer444@example.com,2026-03-20
C0445,Customer 445,Mumbai,customer445@example.com,2026-03-21
C0446,Customer 446,Chennai,customer446@example.com,2026-03-22
C0447,Customer 447,Bangalore,customer447@example.com,2026-03-23
C0448,Customer 448,Bangalore,customer448@example.com,2026-03-24
C0449,Customer 449,Bangalore,customer449@example.com,2026-03-25
C0450,Customer 450,Mumbai,customer450@example.com,2026-03-26
C0451,Customer 451,Pune,customer451@example.com,2026-03-27
C0452,Customer 452,Bangalore,customer452@example.com,2026-03-28
C0453,Customer 453,Mumbai,customer453@example.com,2026-03-29
C0454,Customer 454,Pune,customer454@example.com,2026-03-30
C0455,Customer 455,Chennai,customer455@example.com,2026-03-31
C0456,Customer 456,Bangalore,customer456@example.com,2026-04-01
C0457,Customer 457,Delhi,customer457@example.com,2026-04-02
C0458,Customer 458,Mumbai,customer458@example.com,2026-04-03
C0459,Customer 459,Delhi,customer459@example.com,2026-04-04
C0460,Customer 460,Bangalore,customer460@example.com,2026-04-05
C0461,Customer 461,Mumbai,customer461@example.com,2026-04-06
C0462,Customer 462,Bangalore,customer462@example.com,2026-04-07
C0463,Customer 463,Bangalore,customer463@example.com,2026-04-08
